invoiceno,unitprice,ordervalue,quantity,country,invoicedate,invoicetime,year_month,major_category,minor_category,description,year,month,hour,time_of_day
553148,1.65,16.5,10,Hong Kong,2011-05-13,0 days 14:09:00,2011-05,Kitchen,Bowls,HOMEMADE JAM SCENTED CANDLES,2011,5,14,Afternoon
564087,2.95,53.1,18,Hong Kong,2011-08-23,0 days 09:38:00,2011-08,Household,Lamps,BROWN CHECK CAT DOORSTOP,2011,8,9,Morning
557675,15.0,15.0,1,Hong Kong,2011-06-22,0 days 10:27:00,2011-06,Garden,Rakes,GLASS JAR DIGESTIVE BISCUITS,2011,6,10,Morning
553148,3.25,19.5,6,Hong Kong,2011-05-13,0 days 14:09:00,2011-05,Household,Rugs,JUMBO BAG DOILEY PATTERNS,2011,5,14,Afternoon
553148,2.55,15.3,6,Hong Kong,2011-05-13,0 days 14:09:00,2011-05,Garden,Seeds,ROSES REGENCY TEACUP AND SAUCER,2011,5,14,Afternoon
541975,1.65,66.0,40,Hong Kong,2011-01-24,0 days 14:24:00,2011-01,Household,Chairs,ANTIQUE SILVER TEA GLASS ENGRAVED,2011,1,14,Afternoon
541975,3.75,90.0,24,Hong Kong,2011-01-24,0 days 14:24:00,2011-01,Clothes,Shoes,RETRO MOD TRAY,2011,1,14,Afternoon
541975,4.95,19.8,4,Hong Kong,2011-01-24,0 days 14:24:00,2011-01,Clothes,Tops,JUMBO BAG DOLLY GIRL DESIGN,2011,1,14,Afternoon
564087,2.55,122.4,48,Hong Kong,2011-08-23,0 days 09:38:00,2011-08,Garden,Hoses,RED RETROSPOT PUDDING BOWL,2011,8,9,Morning
549738,1.25,12.5,10,Hong Kong,2011-04-12,0 days 09:28:00,2011-04,Garden,Hoses,PACK OF 20 SPACEBOY NAPKINS,2011,4,9,Morning
564087,8.25,66.0,8,Hong Kong,2011-08-23,0 days 09:38:00,2011-08,Garden,Hoses,DOTCOM POSTAGE,2011,8,9,Morning
553148,0.85,27.2,32,Hong Kong,2011-05-13,0 days 14:09:00,2011-05,Household,Curtains,WRAP ENGLISH ROSE,2011,5,14,Afternoon
564087,1.25,20.0,16,Hong Kong,2011-08-23,0 days 09:38:00,2011-08,Clothes,Tops,WOOD STAMP SET THANK YOU,2011,8,9,Morning
553148,0.55,13.2,24,Hong Kong,2011-05-13,0 days 14:09:00,2011-05,Garden,Hoses,GREEN POLKADOT BOWL,2011,5,14,Afternoon
564087,4.95,29.7,6,Hong Kong,2011-08-23,0 days 09:38:00,2011-08,Garden,Rakes,TOY TIDY SPACEBOY,2011,8,9,Morning
553148,0.85,27.2,32,Hong Kong,2011-05-13,0 days 14:09:00,2011-05,Kitchen,Cooking Knives,RED RETROSPOT CHILDRENS UMBRELLA,2011,5,14,Afternoon
564087,1.25,20.0,16,Hong Kong,2011-08-23,0 days 09:38:00,2011-08,Clothes,Tops,PACK OF 60 SPACEBOY CAK,2011,8,9,Morning
